MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3,_ROUTE_FAMILY,_FORM_FIRST,_FORM_GROUP
Ephedrine,Inj.:,"50 mg/mL (as Sulfate) in 1 mL Ampul (IM,IV) ",R03CA02,,,,STREPTOKINASE,STREPTOKINASE,EPHEDRINE,EPHEDRINE,INJ.,"['50.0MG/1ML', '50.0MG']",['AMPUL'],"['50.0MG/1ML', '50.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Epinephrine (Adrenaline),Inj.:,"1 mg/mL (as Hydrochloride) in 1 mL Ampul (IV, IM, SC) *Primary Health Care",C01CA24,,,,STREPTOKINASE,STREPTOKINASE,EPINEPHRINE (ADRENALINE),EPINEPHRINE (ADRENALINE),INJ.,"['1.0MG/1ML', '1.0MG']",['AMPUL'],"['1.0MG/1ML', '1.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Epinephrine (Adrenaline),Inj.:,"0.3 mg in 0.3 mL Pre-loaded injection pen, auto-injector (IM preload) ",C01CA24,,,,STREPTOKINASE,STREPTOKINASE,EPINEPHRINE (ADRENALINE),EPINEPHRINE (ADRENALINE),INJ.,['0.3MG'],['UNSPECIFIED'],['0.3MG']|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Epirubicin,Inj.:,10 mg (as Hydrochloride) Powder Vial (IV) ,L01DB03,,,,STREPTOKINASE,STREPTOKINASE,EPIRUBICIN,EPIRUBICIN,INJ.,['10.0MG'],['VIAL'],['10.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Epirubicin,Inj.:,50 mg (as Hydrochloride) Powder Vial (IV) ,L01DB03,,,,STREPTOKINASE,STREPTOKINASE,EPIRUBICIN,EPIRUBICIN,INJ.,['50.0MG'],['VIAL'],['50.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"2000 IU/0.5 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['2000.0IU/0.5ML', '2000.0IU']",['PRE-FILLED SYRINGE'],"['2000.0IU/0.5ML', '2000.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"4000 IU/0.4 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['4000.0IU/0.4ML', '4000.0IU']",['PRE-FILLED SYRINGE'],"['4000.0IU/0.4ML', '4000.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"4000 IU/mL in 1 mL Vial (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['4000.0IU/1ML', '4000.0IU']",['VIAL'],"['4000.0IU/1ML', '4000.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"10,000 IU/mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['0.0IU/1ML', '0.0IU']",['PRE-FILLED SYRINGE'],"['0.0IU/1ML', '0.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Alfa (Recombinant Human Erythropoietin),IV/SC:,4000 IU/mL Solution for injection in 1 mL Pre-filled syringe ,B03XA01 ,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),IV/SC,"['4000.0IU/1ML', '4000.0IU']","['PRE-FILLED SYRINGE', 'SOLUTION']","['4000.0IU/1ML', '4000.0IU']|['PRE-FILLED SYRINGE', 'SOLUTION']|IV/SC",IV/SC,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"2000 IU/0.3 mL Pre-filled syringe + needle (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['2000.0IU/0.3ML', '2000.0IU']",['PRE-FILLED SYRINGE'],"['2000.0IU/0.3ML', '2000.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"5000 IU/0.3 mL Pre-filled syringe + needle (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['5000.0IU/0.3ML', '5000.0IU']",['PRE-FILLED SYRINGE'],"['5000.0IU/0.3ML', '5000.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"10,000 IU/0.6 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.,"['0.0IU/0.6ML', '0.0IU']",['PRE-FILLED SYRINGE'],"['0.0IU/0.6ML', '0.0IU']|['PRE-FILLED SYRINGE']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Ergotamine,Oral:,1 mg (as Tartrate) Tablet ,N02CA02,,,,STREPTOKINASE,STREPTOKINASE,ERGOTAMINE,ERGOTAMINE,PO,['1.0MG'],['TABLET'],['1.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ertapenem *Reserve antimicrobial,Inj.:,"1 g (as Sodium) Powder Vial (IM, IV) ",J01DH03,,,,STREPTOKINASE,STREPTOKINASE,ERTAPENEM RESERVE ANTIMICROBIAL,ERTAPENEM RESERVE ANTIMICROBIAL,INJ.,['1.0G'],['VIAL'],['1.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Erythromycin,Oral:,500 mg (as Stearate) Tablet *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO,['500.0MG'],['TABLET'],['500.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Erythromycin,Oral:,200 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 60 mL *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO,"['200.0MG/5ML', '200.0MG']",['SUSPENSION'],"['200.0MG/5ML', '200.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Erythromycin,Oral:,400 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 50 mL ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO,"['400.0MG/5ML', '400.0MG']",['SUSPENSION'],"['400.0MG/5ML', '400.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Erythromycin,Oral:,400 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 60 mL ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO,"['400.0MG/5ML', '400.0MG']",['SUSPENSION'],"['400.0MG/5ML', '400.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Erythromycin,Ophthalmic:,0.5% Ophthalmic ointment in 3.5 g Tube *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,OPHTHALMIC,['3.5G'],['OINTMENT'],['3.5G']|['OINTMENT']|OPHTHALMIC,OPHTHALMIC,OINTMENT,TOPICAL_SEMISOLID
Erythromycin,Ophthalmic:,0.5% Ophthalmic ointment in 5 g Tube ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,OPHTHALMIC,['5.0G'],['OINTMENT'],['5.0G']|['OINTMENT']|OPHTHALMIC,OPHTHALMIC,OINTMENT,TOPICAL_SEMISOLID
Escitalopram,Oral:,10 mg (as Oxalate) Tablet *Primary Health Care,N06AB10,,,,STREPTOKINASE,STREPTOKINASE,ESCITALOPRAM,ESCITALOPRAM,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Esmolol,Inj.:,10 mg/mL (as Hydrochloride) in 10 mL Vial (IV) ,C07AB09,,,,STREPTOKINASE,STREPTOKINASE,ESMOLOL,ESMOLOL,INJ.,"['10.0MG/1ML', '10.0MG']",['VIAL'],"['10.0MG/1ML', '10.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Esmolol,Inj.:,100 mg/mL (as Hydrochloride) in 10 mL Vial (IV) ,C07AB09,,,,STREPTOKINASE,STREPTOKINASE,ESMOLOL,ESMOLOL,INJ.,"['100.0MG/1ML', '100.0MG']",['VIAL'],"['100.0MG/1ML', '100.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Ethambutol,Oral:,100 mg (as Hydrochloride) Tablet (Pediatric) ,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO,['100.0MG'],['TABLET'],['100.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ethambutol,Oral:,200 mg (as Hydrochloride) Tablet *Primary Health Care,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ethambutol,Oral:,400 mg (as Hydrochloride) Tablet *Primary Health Care,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO,['400.0MG'],['TABLET'],['400.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ethinylestradiol + Desogestrel,Oral:,30 mcg + 150 mcg Tablet ,G03AA09,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + DESOGESTREL,ETHINYLESTRADIOL + DESOGESTREL,PO,"['30.0MCG', '150.0MCG']",['TABLET'],"['30.0MCG', '150.0MCG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Ethinylestradiol + Levonorgestrel,Oral:,30 mcg + 150 mcg Tablet *Primary Health Care,G03AA07,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + LEVONORGESTREL,ETHINYLESTRADIOL + LEVONORGESTREL,PO,"['30.0MCG', '150.0MCG']",['TABLET'],"['30.0MCG', '150.0MCG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Ethinylestradiol + Norethisterone,Oral:,35 mcg + 400 mcg (as Acetate) Tablet ,G03AA05,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + NORETHISTERONE,ETHINYLESTRADIOL + NORETHISTERONE,PO,"['35.0MCG', '400.0MCG']",['TABLET'],"['35.0MCG', '400.0MCG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Ethinylestradiol + Norgestrel,Oral:,30 mcg + 300 mcg Tablet ,G03AA06,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + NORGESTREL,ETHINYLESTRADIOL + NORGESTREL,PO,"['30.0MCG', '300.0MCG']",['TABLET'],"['30.0MCG', '300.0MCG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Etonogestrel,Subdermal:,68 mg Implant ,G03AC08,,,,STREPTOKINASE,STREPTOKINASE,ETONOGESTREL,ETONOGESTREL,SUBDERMAL,['68.0MG'],['UNSPECIFIED'],['68.0MG']|['UNSPECIFIED']|SUBDERMAL,SUBDERMAL,UNSPECIFIED,UNSPECIFIED
Etoposide,Inj.:,20 mg/mL in 5 mL Ampul/Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.,"['20.0MG/1ML', '20.0MG']","['AMPUL', 'VIAL']","['20.0MG/1ML', '20.0MG']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Etoposide,Inj.:,20 mg/mL in 10 mL Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.,"['20.0MG/1ML', '20.0MG']",['VIAL'],"['20.0MG/1ML', '20.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Etoposide,Inj.:,100 mg Powder Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.,['100.0MG'],['VIAL'],['100.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Everolimus,Oral:,250 mcg Tablet ,L01EG02,,,,STREPTOKINASE,STREPTOKINASE,EVEROLIMUS,EVEROLIMUS,PO,['250.0MCG'],['TABLET'],['250.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Everolimus,Oral:,500 mcg Tablet ,L01EG02,,,,STREPTOKINASE,STREPTOKINASE,EVEROLIMUS,EVEROLIMUS,PO,['500.0MCG'],['TABLET'],['500.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Factor IX Complex Concentrate,Inj.:,"100 IU/mL Lyophilized powder in 5 mL Vial (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.,"['100.0IU/1ML', '100.0IU']",['VIAL'],"['100.0IU/1ML', '100.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Factor IX Complex Concentrate,Inj.:,"100 IU/mL Lyophilized powder in 10 mL Vial (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.,"['100.0IU/1ML', '100.0IU']",['VIAL'],"['100.0IU/1ML', '100.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Factor IX Complex Concentrate,Inj.:,"500 IU Vial + Diluent (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.,['500.0IU'],['VIAL'],['500.0IU']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Factor VIII Concentrate,Inj.:,100 IU/g Lyophilized powder Vial + Diluent (IV) ,B02BD02,,,,STREPTOKINASE,STREPTOKINASE,FACTOR VIII CONCENTRATE,FACTOR VIII CONCENTRATE,INJ.,"['100.0IU/1G', '100.0IU']",['VIAL'],"['100.0IU/1G', '100.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Famotidine,Oral:,20 mg Tablet ,A02BA03,,,,STREPTOKINASE,STREPTOKINASE,FAMOTIDINE,FAMOTIDINE,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Famotidine,Inj.:,20 mg Powder/Lyophilized powder for injection Ampul/Vial ,A02BA03,,,,STREPTOKINASE,STREPTOKINASE,FAMOTIDINE,FAMOTIDINE,INJ.,['20.0MG'],"['AMPUL', 'VIAL']","['20.0MG']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Felodipine,Oral:,5 mg Modified-release tablet ,C08CA02,,,,STREPTOKINASE,STREPTOKINASE,FELODIPINE,FELODIPINE,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Felodipine,Oral:,10 mg Modified-release tablet ,C08CA02,,,,STREPTOKINASE,STREPTOKINASE,FELODIPINE,FELODIPINE,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fenofibrate,Oral:,200 mg Capsule *Primary Health Care,C10AB05,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO,['200.0MG'],['CAPSULE'],['200.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Fenofibrate,Oral:,160 mg Tablet *Primary Health Care,C10AB05,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO,['160.0MG'],['TABLET'],['160.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fenofibrate,Oral:,200 mg Tablet *Primary Health Care,C10AB05 ,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fentanyl,Oral:,100 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO,['100.0MCG'],['TABLET'],['100.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fentanyl,Oral:,200 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO,['200.0MCG'],['TABLET'],['200.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fentanyl,Oral:,300 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO,['300.0MCG'],['TABLET'],['300.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fentanyl,Oral:,400 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO,['400.0MCG'],['TABLET'],['400.0MCG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fentanyl,Inj.:,50 mcg/mL (as Citrate) in 2 mL Ampul (IV) ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,INJ.,"['50.0MCG/1ML', '50.0MCG']",['AMPUL'],"['50.0MCG/1ML', '50.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Fentanyl,Inj.:,50 mcg/mL (as Citrate) in 10 mL Ampul (IV) ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,INJ.,"['50.0MCG/1ML', '50.0MCG']",['AMPUL'],"['50.0MCG/1ML', '50.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Ferrous Salt,Oral:,"(equiv. to 60 mg elemental iron) Tablet 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate, desicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO,['60.0MG'],['TABLET'],['60.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ferrous Salt,Oral:,"(equiv. to 15 mg elemental iron per 0.6 mL) Solution in 15 mL (Drops)
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate, desicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO,['15.0MG'],"['DROPS', 'SOLUTION']","['15.0MG']|['DROPS', 'SOLUTION']|PO",ENTERAL,DROPS,DROPS
Ferrous Salt,Oral:,"(equiv. to 15 mg elemental iron per 0.6 mL) Solution in 30 mL (Drops)
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO,['15.0MG'],"['DROPS', 'SOLUTION']","['15.0MG']|['DROPS', 'SOLUTION']|PO",ENTERAL,DROPS,DROPS
Ferrous Salt,Oral:,"(equiv. to 30 mg elemental iron per 5 mL) Solution 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO,['30.0MG'],['SOLUTION'],['30.0MG']|['SOLUTION']|PO,ENTERAL,SOLUTION,LIQUID_ORAL
Ferrous Salt,Oral:,"Syrup in 60 mL 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO,[],['SYRUP'],[]|['SYRUP']|PO,ENTERAL,SYRUP,LIQUID_ORAL
Ferrous Salt + Folic Acid,Oral:,60 mg (elemental iron) + 400 mcg Tablet/Capsule/Film-coated tablet *Primary Health Care,B03AD03,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT + FOLIC ACID,FERROUS SALT + FOLIC ACID,PO,"['60.0MG', '400.0MCG']","['CAPSULE', 'TABLET']","['60.0MG', '400.0MCG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Filgrastim,IV/SC:,300 mcg/0.9 mL Solution in 0.9 mL Pre-filled syringe ,L03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM,FILGRASTIM,IV/SC,"['300.0MCG/0.9ML', '300.0MCG']","['PRE-FILLED SYRINGE', 'SOLUTION']","['300.0MCG/0.9ML', '300.0MCG']|['PRE-FILLED SYRINGE', 'SOLUTION']|IV/SC",IV/SC,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Filgrasrim (G-CSF),Inj.:,"150 mcg/0.6 mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASRIM (G-CSF),FILGRASRIM (G-CSF),INJ.,"['150.0MCG/0.6ML', '150.0MCG']",['VIAL'],"['150.0MCG/0.6ML', '150.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Filgrastim (G-CSF),Inj.:,"300 mcg/0.5 mL Solution for injection Pre-filled syringe (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.,"['300.0MCG/0.5ML', '300.0MCG']","['PRE-FILLED SYRINGE', 'SOLUTION']","['300.0MCG/0.5ML', '300.0MCG']|['PRE-FILLED SYRINGE', 'SOLUTION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Filgrastim (G-CSF),Inj.:,"300 mcg/mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.,"['300.0MCG/1ML', '300.0MCG']",['VIAL'],"['300.0MCG/1ML', '300.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Filgrastim (G-CSF),Inj.:,"300 mcg/1.2 mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.,"['300.0MCG/1.2ML', '300.0MCG']",['VIAL'],"['300.0MCG/1.2ML', '300.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Finasteride,Oral:,5 mg Tablet *Primary Health Care,G04CB01,,,,STREPTOKINASE,STREPTOKINASE,FINASTERIDE,FINASTERIDE,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Fluconazole,Oral:,50 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO,['50.0MG'],['CAPSULE'],['50.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Fluconazole,Oral:,150 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO,['150.0MG'],['CAPSULE'],['150.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Fluconazole,Oral:,200 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO,['200.0MG'],['CAPSULE'],['200.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Fluconazole,Inj.:,2 mg/mL in 100 mL Vial (IV infusion) ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,INJ.,"['2.0MG/1ML', '2.0MG']",['VIAL'],"['2.0MG/1ML', '2.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Flucytosine (5-fluoroyctosine),Oral:,250 mg Tablet ,J02AX01,,,,STREPTOKINASE,STREPTOKINASE,FLUCYTOSINE (5-FLUOROYCTOSINE),FLUCYTOSINE (5-FLUOROYCTOSINE),PO,['250.0MG'],['TABLET'],['250.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Flumazenil,Inj.:,"100 mcg/mL in 5 mL Ampul (Slow IV, IV infusion) ",V03AB25,,,,STREPTOKINASE,STREPTOKINASE,FLUMAZENIL,FLUMAZENIL,INJ.,"['100.0MCG/1ML', '100.0MCG']",['AMPUL'],"['100.0MCG/1ML', '100.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Flunarizine,Oral:,5 mg (as Hydrochloride) Capsule ,N07CA03,,,,STREPTOKINASE,STREPTOKINASE,FLUNARIZINE,FLUNARIZINE,PO,['5.0MG'],['CAPSULE'],['5.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
