MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3
Dexamethasone,Inj.:,"4 mg/mL (as Sodium phosphate) in 2 mL Ampul/Vial (IM, IV) ",S02BA06,,,,STREPTOKINASE,STREPTOKINASE,DEXAMETHASONE,DEXAMETHASONE,INJ.,"['2ML', '4MG']","['AMPUL', 'VIAL']","2ML,4MG|AMPUL,VIAL|INJ."
Dexamethasone,Inj.:,"5 mg/mL (as Sodium phosphate) Solution for IV infusion in 1 mL Ampul (IM,IV) *Primary Health Care",S02BA06,,,,STREPTOKINASE,STREPTOKINASE,DEXAMETHASONE,DEXAMETHASONE,INJ.,"['1ML', '5MG']","['SOLUTION', 'AMPUL']","1ML,5MG|AMPUL,SOLUTION|INJ."
Dexamethasone,Ophthalmic:,0.1% Suspension for eye drops in 5 mL ,S02BA06,,,,STREPTOKINASE,STREPTOKINASE,DEXAMETHASONE,DEXAMETHASONE,OPHTHALMIC,"['0.1%', '5ML']","['DROPS', 'SUSPENSION']","0.1%,5ML|DROPS,SUSPENSION|OPHTHALMIC"
"Dextran, High Molecular Weight",Inj.:,"6% (as Dextran 70) in 0.9% Sodium chloride, in 500 mL (IV infusion) ",B05AA05,,,,STREPTOKINASE,STREPTOKINASE,DEXTRAN HIGH MOLECULAR WEIGHT,DEXTRAN HIGH MOLECULAR WEIGHT,INJ.,"['0.9%', '500ML', '6%']",['UNSPECIFIED'],"0.9%,500ML,6%|UNSPECIFIED|INJ."
"Dextran, High Molecular Weight",Inj.:,"6% (as Dextran 70) in 5% Dextrose, in 500 mL (IV infusion) ",B05AA05,,,,STREPTOKINASE,STREPTOKINASE,DEXTRAN HIGH MOLECULAR WEIGHT,DEXTRAN HIGH MOLECULAR WEIGHT,INJ.,"['5%', '500ML', '6%']",['UNSPECIFIED'],"5%,500ML,6%|UNSPECIFIED|INJ."
Dextromethorphan,Oral:,10 mg (as Hydrobromide) Tablet ,R05DA09,,,,STREPTOKINASE,STREPTOKINASE,DEXTROMETHORPHAN,DEXTROMETHORPHAN,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Dextrose,Inj.:,"5% in 0.3% Sodium chloride, in 250 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 51 mmol/L
Cl- = 51 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.3%', '250ML', '5%', '50G', '51MMOL']",['UNSPECIFIED'],"0.3%,250ML,5%,50G,51MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.3% Sodium chloride, in 500 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 51 mmol/L
Cl- = 51 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.3%', '5%', '500ML', '50G', '51MMOL']",['UNSPECIFIED'],"0.3%,5%,500ML,50G,51MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.3% Sodium chloride, in 1 L Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 51 mmol/L
Cl- = 51 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.3%', '5%', '50G', '51MMOL']",['UNSPECIFIED'],"0.3%,5%,50G,51MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.45% Sodium chloride, in 250 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 77 mmol/L
Cl- = 77 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.45%', '250ML', '5%', '50G', '77MMOL']",['UNSPECIFIED'],"0.45%,250ML,5%,50G,77MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.45% Sodium chloride, in 500 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 77 mmol/L
Cl- = 77 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.45%', '5%', '500ML', '50G', '77MMOL']",['UNSPECIFIED'],"0.45%,5%,500ML,50G,77MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.45% Sodium chloride, in 1 L Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 77 mmol/L
Cl- = 77 mmol/L ",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.45%', '5%', '50G', '77MMOL']",['UNSPECIFIED'],"0.45%,5%,50G,77MMOL|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.9% Sodium chloride, in 250 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 154 mmol/L
Cl- = 154 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.9%', '154MMOL', '250ML', '5%', '50G']",['UNSPECIFIED'],"0.9%,154MMOL,250ML,5%,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.9% Sodium chloride, in 500 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 154 mmol/L
Cl- = 154 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.9%', '154MMOL', '5%', '500ML', '50G']",['UNSPECIFIED'],"0.9%,154MMOL,5%,500ML,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in 0.9% Sodium chloride, in 1 L Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 154 mmol/L
Cl- = 154 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['0.9%', '154MMOL', '5%', '50G']",['UNSPECIFIED'],"0.9%,154MMOL,5%,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in Lactated ringers in 250 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 130 mmol/L
K+ = 4 mmol/L
Ca++ = 1.22-1.5 mmol/L
Cl- = 109 mmol/L
Lactate = 28 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['1.5MMOL', '109MMOL', '130MMOL', '250ML', '28MMOL', '4MMOL', '5%', '50G']",['UNSPECIFIED'],"1.5MMOL,109MMOL,130MMOL,250ML,28MMOL,4MMOL,5%,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in Lactated ringers in 500 mL Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 130 mmol/L
K+ = 4 mmol/L
Ca++ = 1.22-1.5 mmol/L
Cl- = 109 mmol/L
Lactate = 28 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['1.5MMOL', '109MMOL', '130MMOL', '28MMOL', '4MMOL', '5%', '500ML', '50G']",['UNSPECIFIED'],"1.5MMOL,109MMOL,130MMOL,28MMOL,4MMOL,5%,500ML,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,"5% in Lactated ringers in 1 L Bottle/Bag (IV infusion) composed of:
Dextrose = 50 g/L
Na+ = 130 mmol/L
K+ = 4 mmol/L
Ca++ = 1.22-1.5 mmol/L
Cl- = 109 mmol/L
Lactate = 28 mmol/L *Primary Health Care",V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['1.5MMOL', '109MMOL', '130MMOL', '28MMOL', '4MMOL', '5%', '50G']",['UNSPECIFIED'],"1.5MMOL,109MMOL,130MMOL,28MMOL,4MMOL,5%,50G|UNSPECIFIED|INJ."
Dextrose,Inj.:,5% in Water in 250 mL Bottle/Bag (IV infusion and as vehicle for IV medications) *Primary Health Care,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['250ML', '5%']",['UNSPECIFIED'],"250ML,5%|UNSPECIFIED|INJ."
Dextrose,Inj.:,5% in Water in 500 mL Bottle/Bag (IV infusion and as vehicle for IV medications) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['5%', '500ML']",['UNSPECIFIED'],"5%,500ML|UNSPECIFIED|INJ."
Dextrose,Inj.:,5% in Water in 1 L Bottle/Bag (IV infusion and as vehicle for IV medications) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,['5%'],['UNSPECIFIED'],5%|UNSPECIFIED|INJ.
Dextrose,,10% in Water in 250 mL Bottle/Bag (IV infusion) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,,"['10%', '250ML']",['UNSPECIFIED'],"10%,250ML|UNSPECIFIED"
Dextrose,Inj.:,10% in Water in 500 mL Bottle/Bag (IV infusion) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['10%', '500ML']",['UNSPECIFIED'],"10%,500ML|UNSPECIFIED|INJ."
Dextrose,Inj.:,10% in Water in 1 L Bottle/Bag (IV infusion) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,['10%'],['UNSPECIFIED'],10%|UNSPECIFIED|INJ.
Dextrose,Inj.:,10% in Water in 3 mL Ampul (As solvent) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,DEXTROSE,DEXTROSE,INJ.,"['10%', '3ML']",['AMPUL'],"10%,3ML|AMPUL|INJ."
Diazepam,Oral:,5 mg Tablet *Primary Health Care,N05BA01,,,,STREPTOKINASE,STREPTOKINASE,DIAZEPAM,DIAZEPAM,PO,['5MG'],['TABLET'],5MG|TABLET|PO
Diazepam,Inj.:,"5 mg/mL in 2 mL Ampul (IM,IV) *Primary Health Care",N05BA01,,,,STREPTOKINASE,STREPTOKINASE,DIAZEPAM,DIAZEPAM,INJ.,"['2ML', '5MG']",['AMPUL'],"2ML,5MG|AMPUL|INJ."
Diclofenac,Oral:,25 mg (as Sodium/Potassium) Tablet/Capsule ,M01AB05,,,,STREPTOKINASE,STREPTOKINASE,DICLOFENAC,DICLOFENAC,PO,['25MG'],"['CAPSULE', 'TABLET']","25MG|CAPSULE,TABLET|PO"
Diclofenac,Oral:,50 mg (as Sodium/Potassium) Tablet/Capsule ,M01AB05,,,,STREPTOKINASE,STREPTOKINASE,DICLOFENAC,DICLOFENAC,PO,['50MG'],"['CAPSULE', 'TABLET']","50MG|CAPSULE,TABLET|PO"
Diclofenac,Oral:,50 mg (as Sodium) Enteric-coated/Modified Release (MR) tablet ,M01AB05,,,,STREPTOKINASE,STREPTOKINASE,DICLOFENAC,DICLOFENAC,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Diclofenac,Oral:,100 mg (as Sodium/Potassium) Modified Release (MR) tablet/Capsule ,M01AB05,,,,STREPTOKINASE,STREPTOKINASE,DICLOFENAC,DICLOFENAC,PO,['100MG'],"['CAPSULE', 'TABLET']","100MG|CAPSULE,TABLET|PO"
Diclofenac,Inj.:,"25 mg/mL (as Sodium) in 3 mL Ampul (IM, IV) ",M01AB05,,,,STREPTOKINASE,STREPTOKINASE,DICLOFENAC,DICLOFENAC,INJ.,"['25MG', '3ML']",['AMPUL'],"25MG,3ML|AMPUL|INJ."
Dicycloverine (Dicyclomine),Oral:,10 mg (as Hydrochloride) Tablet *Primary Health Care,A03AA07,,,,STREPTOKINASE,STREPTOKINASE,DICYCLOVERINE (DICYCLOMINE),DICYCLOVERINE (DICYCLOMINE),PO,['10MG'],['TABLET'],10MG|TABLET|PO
Dicycloverine (Dicyclomine),Oral:,10 mg/5 mL (as Hydrochloride) Syrup in 60 mL *Primary Health Care,A03AA07,,,,STREPTOKINASE,STREPTOKINASE,DICYCLOVERINE (DICYCLOMINE),DICYCLOVERINE (DICYCLOMINE),PO,"['10MG/5ML', '60ML']",['SYRUP'],"10MG/5ML,60ML|SYRUP|PO"
Diethylcarbamazine,Oral:,50 mg Tablet *Primary Health Care,P02CB02,,,,STREPTOKINASE,STREPTOKINASE,DIETHYLCARBAMAZINE,DIETHYLCARBAMAZINE,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Diethylcarbamazine,Oral:,100 mg Tablet ,P02CB02,,,,STREPTOKINASE,STREPTOKINASE,DIETHYLCARBAMAZINE,DIETHYLCARBAMAZINE,PO,['100MG'],['TABLET'],100MG|TABLET|PO
Digoxin,Oral:,250 mcg Tablet *Primary Health Care,C01AA05,,,,STREPTOKINASE,STREPTOKINASE,DIGOXIN,DIGOXIN,PO,['250MCG'],['TABLET'],250MCG|TABLET|PO
Digoxin,Oral:,50 mcg/mL Elixir in 60 mL ,C01AA05,,,,STREPTOKINASE,STREPTOKINASE,DIGOXIN,DIGOXIN,PO,"['50MCG', '60ML']",['ELIXIR'],"50MCG,60ML|ELIXIR|PO"
Digoxin,Inj.:,"250 mcg/mL in 2 mL Ampul (IM, IV) ",C01AA05,,,,STREPTOKINASE,STREPTOKINASE,DIGOXIN,DIGOXIN,INJ.,"['250MCG', '2ML']",['AMPUL'],"250MCG,2ML|AMPUL|INJ."
Diloxanide,Oral:,500 mg (as Furoate) Tablet ,P01AC01,,,,STREPTOKINASE,STREPTOKINASE,DILOXANIDE,DILOXANIDE,PO,['500MG'],['TABLET'],500MG|TABLET|PO
Diloxanide,Oral:,125 mg/5 mL (as Furoate) Syrup/Suspension in 30 mL ,P01AC01,,,,STREPTOKINASE,STREPTOKINASE,DILOXANIDE,DILOXANIDE,PO,"['125MG/5ML', '30ML']","['SYRUP', 'SUSPENSION']","125MG/5ML,30ML|SUSPENSION,SYRUP|PO"
Diloxanide,Oral:,125 mg/5 mL (as Furoate) Syrup/Suspension in 60 mL ,P01AC01,,,,STREPTOKINASE,STREPTOKINASE,DILOXANIDE,DILOXANIDE,PO,"['125MG/5ML', '60ML']","['SYRUP', 'SUSPENSION']","125MG/5ML,60ML|SUSPENSION,SYRUP|PO"
Diltiazem,Oral:,60 mg (as Hydrochloride) Tablet *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['60MG'],['TABLET'],60MG|TABLET|PO
Diltiazem,Oral:,60 mg (as Hydrochloride) Modified Release (MR) capsule *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['60MG'],['CAPSULE'],60MG|CAPSULE|PO
Diltiazem,Oral:,120 mg (as Hydrochloride) Modified Release (MR) capsule *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['120MG'],['CAPSULE'],120MG|CAPSULE|PO
Diltiazem,Oral:,180 mg (as Hydrochloride) Modified Release (MR) capsule *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['180MG'],['CAPSULE'],180MG|CAPSULE|PO
Diltiazem,Oral:,240 mg (as Hydrochloride) Modified Release (MR) capsule ,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['240MG'],['CAPSULE'],240MG|CAPSULE|PO
Diltiazem,Oral:,120 mg (as Hydrochloride) Modified Release (MR) tablet *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['120MG'],['TABLET'],120MG|TABLET|PO
Diltiazem,Oral:,180 mg (as Hydrochloride) Modified Release (MR) tablet *Primary Health Care,C08DB01,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['180MG'],['TABLET'],180MG|TABLET|PO
Diltiazem,Oral:,30 mg (as Hydrochloride) Tablet *Primary Health Care,C08DB01 ,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['30MG'],['TABLET'],30MG|TABLET|PO
Diltiazem,Oral:,90 mg (as Hydrochloride) Modified Release (MR) capsule *Primary Health Care,C08DB01 ,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['90MG'],['CAPSULE'],90MG|CAPSULE|PO
Diltiazem,Oral:,90 mg (as Hydrochloride) Modified Release (MR) tablet *Primary Health Care,C08DB01 ,,,,STREPTOKINASE,STREPTOKINASE,DILTIAZEM,DILTIAZEM,PO,['90MG'],['TABLET'],90MG|TABLET|PO
Dimeglumine Gadopentate,Inj.:,469 mg/mL Aqueous solution in 5 mL Vial ,V08CA01,,,,STREPTOKINASE,STREPTOKINASE,DIMEGLUMINE GADOPENTATE,DIMEGLUMINE GADOPENTATE,INJ.,"['469MG', '5ML']","['SOLUTION', 'VIAL']","469MG,5ML|SOLUTION,VIAL|INJ."
Dimeglumine Gadopentate,Inj.:,469 mg/mL Aqueous solution in 10 mL Vial ,V08CA01,,,,STREPTOKINASE,STREPTOKINASE,DIMEGLUMINE GADOPENTATE,DIMEGLUMINE GADOPENTATE,INJ.,"['10ML', '469MG']","['SOLUTION', 'VIAL']","10ML,469MG|SOLUTION,VIAL|INJ."
Dimeglumine Gadopentate,Inj.:,469 mg/mL Aqueous solution in 20 mL Vial ,V08CA01,,,,STREPTOKINASE,STREPTOKINASE,DIMEGLUMINE GADOPENTATE,DIMEGLUMINE GADOPENTATE,INJ.,"['20ML', '469MG']","['SOLUTION', 'VIAL']","20ML,469MG|SOLUTION,VIAL|INJ."
Dimercaprol,Inj.:,"50 mg/mL in Oil, in 2 mL Ampul (IM) ",V03AB09,,,,STREPTOKINASE,STREPTOKINASE,DIMERCAPROL,DIMERCAPROL,INJ.,"['2ML', '50MG']",['AMPUL'],"2ML,50MG|AMPUL|INJ."
Dimercaptopropane-sulfonate (DMPS),Inj.:,100 mg/mL in 1 mL Ampul (IM) ,V03AB ,,,,STREPTOKINASE,STREPTOKINASE,DIMERCAPTOPROPANE-SULFONATE (DMPS),DIMERCAPTOPROPANE-SULFONATE (DMPS),INJ.,"['100MG', '1ML']",['AMPUL'],"100MG,1ML|AMPUL|INJ."
Dimercaptopropane-sulfonate (DMPS),Inj.:,100 mg/mL in 10 mL Vial (IM) ,V03AB ,,,,STREPTOKINASE,STREPTOKINASE,DIMERCAPTOPROPANE-SULFONATE (DMPS),DIMERCAPTOPROPANE-SULFONATE (DMPS),INJ.,"['100MG', '10ML']",['VIAL'],"100MG,10ML|VIAL|INJ."
Diphenhydramine,Oral:,25 mg (as Hydrochloride) Capsule *Primary Health Care,D04AA32,,,,STREPTOKINASE,STREPTOKINASE,DIPHENHYDRAMINE,DIPHENHYDRAMINE,PO,['25MG'],['CAPSULE'],25MG|CAPSULE|PO
Diphenhydramine,Oral:,50 mg (as Hydrochloride) Capsule *Primary Health Care,D04AA32,,,,STREPTOKINASE,STREPTOKINASE,DIPHENHYDRAMINE,DIPHENHYDRAMINE,PO,['50MG'],['CAPSULE'],50MG|CAPSULE|PO
Diphenhydramine,Oral:,12.5 mg/mL (as Hydrochloride) Syrup in 30 mL *Primary Health Care,D04AA32,,,,STREPTOKINASE,STREPTOKINASE,DIPHENHYDRAMINE,DIPHENHYDRAMINE,PO,"['12.5MG', '30ML']",['SYRUP'],"12.5MG,30ML|SYRUP|PO"
Diphenhydramine,Oral:,12.5 mg/mL (as Hydrochloride) Syrup in 60 mL *Primary Health Care,D04AA32,,,,STREPTOKINASE,STREPTOKINASE,DIPHENHYDRAMINE,DIPHENHYDRAMINE,PO,"['12.5MG', '60ML']",['SYRUP'],"12.5MG,60ML|SYRUP|PO"
Diphenhydramine,Inj.:,"50 mg/mL (as Hydrochloride) in 1 mL Ampul (IM,IV) *Primary Health Care",D04AA32,,,,STREPTOKINASE,STREPTOKINASE,DIPHENHYDRAMINE,DIPHENHYDRAMINE,INJ.,"['1ML', '50MG']",['AMPUL'],"1ML,50MG|AMPUL|INJ."
Diphtheria + Tetanus + Pertussis  + Hepatitis B recombinant + Hemophilus Influenza Type B Vaccine,Inj.:,0.5 mL Suspension for injection Vial (IM) ,J07CA11,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS + PERTUSSIS + HEPATITIS B RECOMBINANT + HEMOPHILUS INFLUENZA TYPE B VACCINE,DIPHTHERIA + TETANUS + PERTUSSIS + HEPATITIS B RECOMBINANT + HEMOPHILUS INFLUENZA TYPE B VACCINE,INJ.,['0.5ML'],"['SUSPENSION', 'VIAL']","0.5ML|SUSPENSION,VIAL|INJ."
Diphtheria + Tetanus Toxoids (DT) Vaccine,Inj.:,"30 IU + 40 IU per 0.5 mL, Ampul (IM) ",J07AF01,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS (DT) VACCINE,DIPHTHERIA + TETANUS TOXOIDS (DT) VACCINE,INJ.,"['0.5ML', '30IU', '40IU']",['AMPUL'],"0.5ML,30IU,40IU|AMPUL|INJ."
Diphtheria + Tetanus Toxoids (Td) Vaccine,Inj.:,"≥ 2 IU + ≥ 40 IU per 0.5 mL, Ampul (IM) ",J07AF01,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS (TD) VACCINE,DIPHTHERIA + TETANUS TOXOIDS (TD) VACCINE,INJ.,"['0.5ML', '2IU', '40IU']",['AMPUL'],"0.5ML,2IU,40IU|AMPUL|INJ."
Diphtheria + Tetanus Toxoids (Td) Vaccine,Inj.:,"≥ 2 IU + ≥ 40 IU per 0.5 mL, Multidose vial (IM)(10 doses per vial) ",J07AF01,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS (TD) VACCINE,DIPHTHERIA + TETANUS TOXOIDS (TD) VACCINE,INJ.,"['0.5ML', '2IU', '40IU']",['VIAL'],"0.5ML,2IU,40IU|VIAL|INJ."
Diphtheria + Tetanus Toxoids + Acellular Pertussis (DTaP) Vaccine,Inj.:,0.5 mL Pre-filled syringe (IM) ,J07AJ52,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + ACELLULAR PERTUSSIS (DTAP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + ACELLULAR PERTUSSIS (DTAP) VACCINE,INJ.,['0.5ML'],['PRE-FILLED SYRINGE'],0.5ML|PRE-FILLED SYRINGE|INJ.
Diphtheria + Tetanus Toxoids + Acellular Pertussis + Haemophilus Influenzae Type B (DTaP + Hib) Vaccine,Inj.:,0.5 mL Pre-filled syringe (IM) ,J07AG52,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + ACELLULAR PERTUSSIS + HAEMOPHILUS INFLUENZAE TYPE B (DTAP + HIB) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + ACELLULAR PERTUSSIS + HAEMOPHILUS INFLUENZAE TYPE B (DTAP + HIB) VACCINE,INJ.,['0.5ML'],['PRE-FILLED SYRINGE'],0.5ML|PRE-FILLED SYRINGE|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,0.5 mL Ampul (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['0.5ML'],['AMPUL'],0.5ML|AMPUL|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,0.5 mL Pre-filled syringe (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['0.5ML'],['PRE-FILLED SYRINGE'],0.5ML|PRE-FILLED SYRINGE|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,in 0.5 mL Vial (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['0.5ML'],['VIAL'],0.5ML|VIAL|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,in 5 mL Vial (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['5ML'],['VIAL'],5ML|VIAL|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,in 7.5 mL Vial (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['7.5ML'],['VIAL'],7.5ML|VIAL|INJ.
Diphtheria + Tetanus Toxoids + Pertussis (DTP) Vaccine,Inj.:,in 10 mL Vial (IM) *Primary Health Care,J07AJ51,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS (DTP) VACCINE,INJ.,['10ML'],['VIAL'],10ML|VIAL|INJ.
Diphtheria + Tetanus Toxoids + Pertussis + Haemophilus Influenzae Type B (DTP + Hib) Vaccine,Inj.:,"10 mcg (as Hib) Freeze-dried powder Vial + 0.5 mL DTP diluent in pre-filled syringe (IM, SC) ",J07CA11,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS + HAEMOPHILUS INFLUENZAE TYPE B (DTP + HIB) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS + HAEMOPHILUS INFLUENZAE TYPE B (DTP + HIB) VACCINE,INJ.,"['0.5ML', '10MCG']","['PRE-FILLED SYRINGE', 'VIAL']","0.5ML,10MCG|PRE-FILLED SYRINGE,VIAL|INJ."
Diphtheria + Tetanus Toxoids + Pertussis + Hepatitis B (Recombinant) Vaccine,Inj.:,"0.5 mL Vial (IM, SC) ",J07CA05,,,,STREPTOKINASE,STREPTOKINASE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS + HEPATITIS B (RECOMBINANT) VACCINE,DIPHTHERIA + TETANUS TOXOIDS + PERTUSSIS + HEPATITIS B (RECOMBINANT) VACCINE,INJ.,['0.5ML'],['VIAL'],0.5ML|VIAL|INJ.
