MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N
Doxorubicin,Inj.:,2 mg/mL (as Hydrochloride) in 25 mL Vial (IV) ,L01DB01,,,,STREPTOKINASE,STREPTOKINASE,DOXORUBICIN,DOXORUBICIN,INJ.
Doxycycline,Oral:,100 mg (as Hyclate) Capsule *Primary Health Care,J01AA02,,,,STREPTOKINASE,STREPTOKINASE,DOXYCYCLINE,DOXYCYCLINE,PO
Dydrogesterone,Oral:,10 mg Tablet ,G03DB01,,,,STREPTOKINASE,STREPTOKINASE,DYDROGESTERONE,DYDROGESTERONE,PO
Efavirenz,Oral:,50 mg Tablet/Capsule ,J05AG03,,,,STREPTOKINASE,STREPTOKINASE,EFAVIRENZ,EFAVIRENZ,PO
Efavirenz,Oral:,100 mg Tablet/Capsule ,J05AG03,,,,STREPTOKINASE,STREPTOKINASE,EFAVIRENZ,EFAVIRENZ,PO
Efavirenz,Oral:,200 mg Tablet/Capsule ,J05AG03,,,,STREPTOKINASE,STREPTOKINASE,EFAVIRENZ,EFAVIRENZ,PO
Efavirenz,Oral:,600 mg Tablet/Capsule ,J05AG03,,,,STREPTOKINASE,STREPTOKINASE,EFAVIRENZ,EFAVIRENZ,PO
Emtricitabine + Tenofovir,Oral:,200 mg + 300 mg (as Disoproxil fumarate) Tablet ,J05AR08,,,,STREPTOKINASE,STREPTOKINASE,EMTRICITABINE + TENOFOVIR,EMTRICITABINE + TENOFOVIR,PO
Enalapril,Oral:,5 mg (as Maleate) Tablet *Primary Health Care,C09AA02,,,,STREPTOKINASE,STREPTOKINASE,ENALAPRIL,ENALAPRIL,PO
Enalapril,Oral:,20 mg (as Maleate) Tablet *Primary Health Care,C09AA02,,,,STREPTOKINASE,STREPTOKINASE,ENALAPRIL,ENALAPRIL,PO
Enalapril + Hydrochlorothiazide,Oral:,20 mg + 12.5 mg Tablet *Primary Health Care,C09BA02,,,,STREPTOKINASE,STREPTOKINASE,ENALAPRIL + HYDROCHLOROTHIAZIDE,ENALAPRIL + HYDROCHLOROTHIAZIDE,PO
Enoxaparin,Inj.:,100 mg/mL (as Sodium) in 0.2 mL Pre-filled syringe (SC) ,B01AB05,,,,STREPTOKINASE,STREPTOKINASE,ENOXAPARIN,ENOXAPARIN,INJ.
Enoxaparin,Inj.:,100 mg/mL (as Sodium) in 0.4 mL Pre-filled syringe (SC) ,B01AB05,,,,STREPTOKINASE,STREPTOKINASE,ENOXAPARIN,ENOXAPARIN,INJ.
Enoxaparin,Inj.:,100 mg/mL (as Sodium) in 0.6 mL Pre-filled syringe (SC) ,B01AB05,,,,STREPTOKINASE,STREPTOKINASE,ENOXAPARIN,ENOXAPARIN,INJ.
Entecavir,Oral:,500 mcg Tablet/Film-coated tablet ,J05AF10,,,,STREPTOKINASE,STREPTOKINASE,ENTECAVIR,ENTECAVIR,PO
Entecavir,Oral:,1 mg/mL Tablet/Film-coated tablet ,J05AF10,,,,STREPTOKINASE,STREPTOKINASE,ENTECAVIR,ENTECAVIR,PO
Entecavir,Oral:,0.05 mg/mL Solution ,J05AF10,,,,STREPTOKINASE,STREPTOKINASE,ENTECAVIR,ENTECAVIR,PO
Enteral Nutrition - Adult Polymeric,Oral/Tube feed:,"in 100 mL-1 L composed of:
Calories = 100-475 Kcal
Dilution = 1:1-2:1
Carbohydrates = 13.9-59 g
Protein = 3.8-19.9 g
Fat = 3.4-21.5 g
mOsm/kg = 270-730
Sodium = 75-402 mg
Potassium = 370-580 mg
Calcium = 80-500 mg 
Magnesium = 25-500 mg
Fiber = 0-1.5 g
Phosphorus = 47-307 mg ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - ADULT POLYMERIC,ENTERAL NUTRITION - ADULT POLYMERIC,ORAL/TUBE FEED
Enteral Nutrition - Disease Specific,Oral/Tube feed:,"in 50-500 mL composed of:
Calories = 100-1000 Kcal
Dilution = 1:1-2:1
Carbohydrates = 10.4-156 g
Protein = 5.5-88 g
Fat = 3.3-108 g
mOsm/kg = 230-635
Sodium = 80-2400 mg
Potassium = 172-5600 mg
Calcium = 80-500 mg 
Magnesium = 25-500 mg
Phosphorus = 50-1789 mg
50-500 g ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - DISEASE SPECIFIC,ENTERAL NUTRITION - DISEASE SPECIFIC,ORAL/TUBE FEED
Enteral Nutrition - Fiber Containing,Oral/Tube feed:,"in 500 mL composed of:
Calories = 100-1048 Kcal
Dilution = 1:1-2:1
Carbohydrates = 13.8-148 g
Protein = 3.8-40 g
Fat = 3.4-34.7 g
mOsm/kg = 270-375
Sodium = 46.5-930 mg
Potassium = 78.5-1570 mg
Phosphorus = 63-720 mg
Fiber = 2.0-10.6 g
100-400 g ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - FIBER CONTAINING,ENTERAL NUTRITION - FIBER CONTAINING,ORAL/TUBE FEED
Enteral Nutrition - Modular,Oral:,"in 280-400 g Composed of:
Calories = 9.5-380 Kcal
Dilution = 0
Carbohydrates = 0.67-94 g
Protein = 5-23 g
Fat = 0.6 g
mOsm/kg = 900
Sodium = 15-110 mg
Potassium = 10-66 mg 
Phosphorus = 5-30 mg ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - MODULAR,ENTERAL NUTRITION - MODULAR,PO
Enteral Nutrition - Pediatric Polymeric,Oral:,"in 100 g composed of:
Calories = 445-511 Kcal
Dilution = 1:1
Carbohydrates = 14.9-62.2 g
Protein = 13.4-54.3 g
Fat = 16.2-26 g
mOsm/kg = 308-345
Sodium = 120-250 mg
Potassium = 400-750 mg 
Phosphorus = 150-760 mg ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - PEDIATRIC POLYMERIC,ENTERAL NUTRITION - PEDIATRIC POLYMERIC,PO
Enteral Nutrition - Semi-elemental,Oral:,"in 100 mL-1 L composed of:
Calories = 100-1300 Kcal
Dilution = 1:1-1:5:1
Carbohydrates = 13.8-172.2 g
Protein = 3.0-66.6 g
Fat = 3.9-37.4 g
mOsm/kg = 375-575
Sodium = 66-1040 mg
Potassium = 135-1730 mg 
Phosphorus = 22-867 mg
76-450 g ",V06DB,,,,STREPTOKINASE,STREPTOKINASE,ENTERAL NUTRITION - SEMI-ELEMENTAL,ENTERAL NUTRITION - SEMI-ELEMENTAL,PO
Eperisone hydrochloride,Oral:,50 mg Tablet ,M03BX09,,,,STREPTOKINASE,STREPTOKINASE,EPERISONE HYDROCHLORIDE,EPERISONE,PO
Ephedrine,Inj.:,30 mg/mL Solution for injection in 1 mL Ampul ,R03CA02,,,,STREPTOKINASE,STREPTOKINASE,EPHEDRINE,EPHEDRINE,INJ.
Ephedrine,Inj.:,"50 mg/mL (as Sulfate) in 1 mL Ampul (IM,IV) ",R03CA02,,,,STREPTOKINASE,STREPTOKINASE,EPHEDRINE,EPHEDRINE,INJ.
Epinephrine (Adrenaline),Inj.:,"1 mg/mL (as Hydrochloride) in 1 mL Ampul (IV, IM, SC) *Primary Health Care",C01CA24,,,,STREPTOKINASE,STREPTOKINASE,EPINEPHRINE (ADRENALINE),EPINEPHRINE (ADRENALINE),INJ.
Epinephrine (Adrenaline),Inj.:,"0.3 mg in 0.3 mL Pre-loaded injection pen, auto-injector (IM preload) ",C01CA24,,,,STREPTOKINASE,STREPTOKINASE,EPINEPHRINE (ADRENALINE),EPINEPHRINE (ADRENALINE),INJ.
Epirubicin,Inj.:,10 mg (as Hydrochloride) Powder Vial (IV) ,L01DB03,,,,STREPTOKINASE,STREPTOKINASE,EPIRUBICIN,EPIRUBICIN,INJ.
Epirubicin,Inj.:,50 mg (as Hydrochloride) Powder Vial (IV) ,L01DB03,,,,STREPTOKINASE,STREPTOKINASE,EPIRUBICIN,EPIRUBICIN,INJ.
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"2000 IU/0.5 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"4000 IU/0.4 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"4000 IU/mL in 1 mL Vial (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Alfa (Recombinant human erythropoietin),Inj.:,"10,000 IU/mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Alfa (Recombinant Human Erythropoietin),IV/SC:,4000 IU/mL Solution for injection in 1 mL Pre-filled syringe ,B03XA01 ,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN ALFA (RECOMBINANT HUMAN ERYTHROPOIETIN),IV/SC
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"2000 IU/0.3 mL Pre-filled syringe + needle (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"5000 IU/0.3 mL Pre-filled syringe + needle (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Epoetin Beta (Recombinant human erythropoietin),Inj.:,"10,000 IU/0.6 mL Pre-filled syringe (IV,SC) ",B03XA01,,,,STREPTOKINASE,STREPTOKINASE,EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),EPOETIN BETA (RECOMBINANT HUMAN ERYTHROPOIETIN),INJ.
Ergotamine,Oral:,1 mg (as Tartrate) Tablet ,N02CA02,,,,STREPTOKINASE,STREPTOKINASE,ERGOTAMINE,ERGOTAMINE,PO
Ertapenem *Reserve antimicrobial,Inj.:,"1 g (as Sodium) Powder Vial (IM, IV) ",J01DH03,,,,STREPTOKINASE,STREPTOKINASE,ERTAPENEM RESERVE ANTIMICROBIAL,ERTAPENEM RESERVE ANTIMICROBIAL,INJ.
Erythromycin,Oral:,500 mg (as Stearate) Tablet *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO
Erythromycin,Oral:,200 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 60 mL *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO
Erythromycin,Oral:,400 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 50 mL ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO
Erythromycin,Oral:,400 mg/5 mL (as Ethyl succinate) Granules/Powder for suspension in 60 mL ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,PO
Erythromycin,Ophthalmic:,0.5% Ophthalmic ointment in 3.5 g Tube *Primary Health Care,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,OPHTHALMIC
Erythromycin,Ophthalmic:,0.5% Ophthalmic ointment in 5 g Tube ,J01FA01,,,,STREPTOKINASE,STREPTOKINASE,ERYTHROMYCIN,ERYTHROMYCIN,OPHTHALMIC
Escitalopram,Oral:,10 mg (as Oxalate) Tablet *Primary Health Care,N06AB10,,,,STREPTOKINASE,STREPTOKINASE,ESCITALOPRAM,ESCITALOPRAM,PO
Esmolol,Inj.:,10 mg/mL (as Hydrochloride) in 10 mL Vial (IV) ,C07AB09,,,,STREPTOKINASE,STREPTOKINASE,ESMOLOL,ESMOLOL,INJ.
Esmolol,Inj.:,100 mg/mL (as Hydrochloride) in 10 mL Vial (IV) ,C07AB09,,,,STREPTOKINASE,STREPTOKINASE,ESMOLOL,ESMOLOL,INJ.
Ethambutol,Oral:,100 mg (as Hydrochloride) Tablet (Pediatric) ,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO
Ethambutol,Oral:,200 mg (as Hydrochloride) Tablet *Primary Health Care,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO
Ethambutol,Oral:,400 mg (as Hydrochloride) Tablet *Primary Health Care,J04AK02,,,,STREPTOKINASE,STREPTOKINASE,ETHAMBUTOL,ETHAMBUTOL,PO
Ethinylestradiol + Desogestrel,Oral:,30 mcg + 150 mcg Tablet ,G03AA09,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + DESOGESTREL,ETHINYLESTRADIOL + DESOGESTREL,PO
Ethinylestradiol + Levonorgestrel,Oral:,30 mcg + 150 mcg Tablet *Primary Health Care,G03AA07,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + LEVONORGESTREL,ETHINYLESTRADIOL + LEVONORGESTREL,PO
Ethinylestradiol + Norethisterone,Oral:,35 mcg + 400 mcg (as Acetate) Tablet ,G03AA05,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + NORETHISTERONE,ETHINYLESTRADIOL + NORETHISTERONE,PO
Ethinylestradiol + Norgestrel,Oral:,30 mcg + 300 mcg Tablet ,G03AA06,,,,STREPTOKINASE,STREPTOKINASE,ETHINYLESTRADIOL + NORGESTREL,ETHINYLESTRADIOL + NORGESTREL,PO
Etonogestrel,Subdermal:,68 mg Implant ,G03AC08,,,,STREPTOKINASE,STREPTOKINASE,ETONOGESTREL,ETONOGESTREL,SUBDERMAL
Etoposide,Inj.:,20 mg/mL in 5 mL Ampul/Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.
Etoposide,Inj.:,20 mg/mL in 10 mL Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.
Etoposide,Inj.:,100 mg Powder Vial (IV) ,L01CB01,,,,STREPTOKINASE,STREPTOKINASE,ETOPOSIDE,ETOPOSIDE,INJ.
Everolimus,Oral:,250 mcg Tablet ,L01EG02,,,,STREPTOKINASE,STREPTOKINASE,EVEROLIMUS,EVEROLIMUS,PO
Everolimus,Oral:,500 mcg Tablet ,L01EG02,,,,STREPTOKINASE,STREPTOKINASE,EVEROLIMUS,EVEROLIMUS,PO
Factor IX Complex Concentrate,Inj.:,"100 IU/mL Lyophilized powder in 5 mL Vial (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.
Factor IX Complex Concentrate,Inj.:,"100 IU/mL Lyophilized powder in 10 mL Vial (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.
Factor IX Complex Concentrate,Inj.:,"500 IU Vial + Diluent (IV) (Coagulation Factors II, VII, IX, X) ",B02BD04,,,,STREPTOKINASE,STREPTOKINASE,FACTOR IX COMPLEX CONCENTRATE,FACTOR IX COMPLEX CONCENTRATE,INJ.
Factor VIII Concentrate,Inj.:,100 IU/g Lyophilized powder Vial + Diluent (IV) ,B02BD02,,,,STREPTOKINASE,STREPTOKINASE,FACTOR VIII CONCENTRATE,FACTOR VIII CONCENTRATE,INJ.
Famotidine,Oral:,20 mg Tablet ,A02BA03,,,,STREPTOKINASE,STREPTOKINASE,FAMOTIDINE,FAMOTIDINE,PO
Famotidine,Inj.:,20 mg Powder/Lyophilized powder for injection Ampul/Vial ,A02BA03,,,,STREPTOKINASE,STREPTOKINASE,FAMOTIDINE,FAMOTIDINE,INJ.
Felodipine,Oral:,5 mg Modified-release tablet ,C08CA02,,,,STREPTOKINASE,STREPTOKINASE,FELODIPINE,FELODIPINE,PO
Felodipine,Oral:,10 mg Modified-release tablet ,C08CA02,,,,STREPTOKINASE,STREPTOKINASE,FELODIPINE,FELODIPINE,PO
Fenofibrate,Oral:,200 mg Capsule *Primary Health Care,C10AB05,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO
Fenofibrate,Oral:,160 mg Tablet *Primary Health Care,C10AB05,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO
Fenofibrate,Oral:,200 mg Tablet *Primary Health Care,C10AB05 ,,,,STREPTOKINASE,STREPTOKINASE,FENOFIBRATE,FENOFIBRATE,PO
Fentanyl,Oral:,100 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO
Fentanyl,Oral:,200 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO
Fentanyl,Oral:,300 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO
Fentanyl,Oral:,400 mcg (as Citrate) Sublingual tablet ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,PO
Fentanyl,Inj.:,50 mcg/mL (as Citrate) in 2 mL Ampul (IV) ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,INJ.
Fentanyl,Inj.:,50 mcg/mL (as Citrate) in 10 mL Ampul (IV) ,N02AB03,,,,STREPTOKINASE,STREPTOKINASE,FENTANYL,FENTANYL,INJ.
Ferrous Salt,Oral:,"(equiv. to 60 mg elemental iron) Tablet 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate, desicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO
Ferrous Salt,Oral:,"(equiv. to 15 mg elemental iron per 0.6 mL) Solution in 15 mL (Drops)
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate, desicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO
Ferrous Salt,Oral:,"(equiv. to 15 mg elemental iron per 0.6 mL) Solution in 30 mL (Drops)
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO
Ferrous Salt,Oral:,"(equiv. to 30 mg elemental iron per 5 mL) Solution 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO
Ferrous Salt,Oral:,"Syrup in 60 mL 
(N.B.: The elemental iron content of a ferrous salt depends on the type of preparation as follows:
Ferrous fumarate = 33%
Ferrous gluconate = 12%
Ferrous lactate = 19%
Ferrous sulfate, hydrated = 20%
Ferrous sulfate , dessicated = 32%) *Primary Health Care",B03AA07,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT,FERROUS SALT,PO
Ferrous Salt + Folic Acid,Oral:,60 mg (elemental iron) + 400 mcg Tablet/Capsule/Film-coated tablet *Primary Health Care,B03AD03,,,,STREPTOKINASE,STREPTOKINASE,FERROUS SALT + FOLIC ACID,FERROUS SALT + FOLIC ACID,PO
Filgrastim,IV/SC:,300 mcg/0.9 mL Solution in 0.9 mL Pre-filled syringe ,L03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM,FILGRASTIM,IV/SC
Filgrasrim (G-CSF),Inj.:,"150 mcg/0.6 mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASRIM (G-CSF),FILGRASRIM (G-CSF),INJ.
Filgrastim (G-CSF),Inj.:,"300 mcg/0.5 mL Solution for injection Pre-filled syringe (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.
Filgrastim (G-CSF),Inj.:,"300 mcg/mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.
Filgrastim (G-CSF),Inj.:,"300 mcg/1.2 mL Vial (IV, SC) ",L03AA02,,,,STREPTOKINASE,STREPTOKINASE,FILGRASTIM (G-CSF),FILGRASTIM (G-CSF),INJ.
Finasteride,Oral:,5 mg Tablet *Primary Health Care,G04CB01,,,,STREPTOKINASE,STREPTOKINASE,FINASTERIDE,FINASTERIDE,PO
Fluconazole,Oral:,50 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO
Fluconazole,Oral:,150 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO
Fluconazole,Oral:,200 mg Capsule ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,PO
Fluconazole,Inj.:,2 mg/mL in 100 mL Vial (IV infusion) ,J02AC01,,,,STREPTOKINASE,STREPTOKINASE,FLUCONAZOLE,FLUCONAZOLE,INJ.
Flucytosine (5-fluoroyctosine),Oral:,250 mg Tablet ,J02AX01,,,,STREPTOKINASE,STREPTOKINASE,FLUCYTOSINE (5-FLUOROYCTOSINE),FLUCYTOSINE (5-FLUOROYCTOSINE),PO
Flumazenil,Inj.:,"100 mcg/mL in 5 mL Ampul (Slow IV, IV infusion) ",V03AB25,,,,STREPTOKINASE,STREPTOKINASE,FLUMAZENIL,FLUMAZENIL,INJ.
Flunarizine,Oral:,5 mg (as Hydrochloride) Capsule ,N07CA03,,,,STREPTOKINASE,STREPTOKINASE,FLUNARIZINE,FLUNARIZINE,PO
Fluocinonide,Topical:,0.05% Cream/Ointment in 5 g Tube ,D07AC08,,,,STREPTOKINASE,STREPTOKINASE,FLUOCINONIDE,FLUOCINONIDE,TOP
Fluocinonide,Topical:,0.05% Cream/Ointment in 15 g Tube ,D07AC08,,,,STREPTOKINASE,STREPTOKINASE,FLUOCINONIDE,FLUOCINONIDE,TOP
Fluorescein,Inj.:,10% (100 mg/mL) (as Sodium) in 5 mL Ampul (IV) ,S01JA01,,,,STREPTOKINASE,STREPTOKINASE,FLUORESCEIN,FLUORESCEIN,INJ.
Fluorescein,Ophthalmic:,1 mg (as Sodium) Strip ,S01JA01,,,,STREPTOKINASE,STREPTOKINASE,FLUORESCEIN,FLUORESCEIN,OPHTHALMIC
Fluorescein,Ophthalmic:,9 mg (as Sodium) Strip ,S01JA01,,,,STREPTOKINASE,STREPTOKINASE,FLUORESCEIN,FLUORESCEIN,OPHTHALMIC
Fluorouracil,Inj.:,50 mg/mL in 10 mL Ampul/Vial (IV) (IV infusion) ,L01BC02,,,,STREPTOKINASE,STREPTOKINASE,FLUOROURACIL,FLUOROURACIL,INJ.
Fluoxetine,Oral:,20 mg Dispersible tablet/Capsule *Primary Health Care,N06AB03,,,,STREPTOKINASE,STREPTOKINASE,FLUOXETINE,FLUOXETINE,PO
Flupentixol,Inj.:,20 mg/mL (as Decanoate) in 1 mL Ampul (IM) ,N05AF01,,,,STREPTOKINASE,STREPTOKINASE,FLUPENTIXOL,FLUPENTIXOL,INJ.
Flupentixol,Inj.:,20 mg/mL (as Decanoate) in 10 mL Vial (IM) ,N05AF01,,,,STREPTOKINASE,STREPTOKINASE,FLUPENTIXOL,FLUPENTIXOL,INJ.
Fluphenazine,Inj.:,25 mg/mL (as Decanoate) in 1 mL Ampul (IM) *Primary Health Care,N05AB02,,,,STREPTOKINASE,STREPTOKINASE,FLUPHENAZINE,FLUPHENAZINE,INJ.
Fluphenazine,Inj.:,25 mg/mL (as Decanoate) in 10 mL Vial (IM) *Primary Health Care,N05AB02,,,,STREPTOKINASE,STREPTOKINASE,FLUPHENAZINE,FLUPHENAZINE,INJ.
Flutamide,Oral:,250 mg Tablet ,L02BB01,,,,STREPTOKINASE,STREPTOKINASE,FLUTAMIDE,FLUTAMIDE,PO
Fluticasone,Inhalation:,"0.05% (as Propionate) per dose x 120 doses, Solution (Nasal aqueous solution) ",R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,50 mcg/dose (as Propionate) DPI with appropriate accompanying dispenser ,R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,250 mcg/dose (as Propionate) DPI with appropriate accompanying dispenser ,R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,"50 mcg/dose (as Propionate) x 60 doses, MDI with appropriate accompanying dispenser ",R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,"50 mcg/dose (as Propionate) x 120 doses, MDI with appropriate accompanying dispenser ",R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,"125 mcg/dose (as Propionate) x 60 doses, MDI with appropriate accompanying dispenser ",R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,"125 mcg/dose (as Propionate) x 120 doses, MDI with appropriate accompanying dispenser ",R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone,Inhalation:,250 mcg/mL (as Propionate) in 2 mL (Unit dose) (For nebulization) ,R03BA05,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE,FLUTICASONE,INH
Fluticasone + Formoterol,Inhalation:,"50 mcg (as Propionate) + 5 mcg (as Fumarate dihydrate) x 120 actuations, MDI ",R03AK11,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE + FORMOTEROL,FLUTICASONE + FORMOTEROL,INH
